"packageId","routeId","moduleId","lessonId","activityId","activityOrder","visibleTitle","practiceType","helpAvailable","independentDemonstration","transfer","retention","requestedEvidence","impliesPhysicalSkill","currentEvidenceLevel","recommendedEvidenceLevel","executionTier","risk","objectiveAlignment","recommendedAction","manualReviewRequired"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.math-physics-metrology","module.encyclopedia.math-physics-metrology.fuerza-par-energia","lesson.encyclopedia.math-physics-metrology.fuerza-par-energia","activity.encyclopedia.math-physics-metrology.fuerza-par-energia","1","Explicar y transferir: Fuerza, par, trabajo, energía y potencia","guided-practice / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.math-physics-metrology.fuerza-par-energia:answer""]","false","K","P","simulation","historical-non-actionable","aligned","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.math-physics-metrology","module.encyclopedia.math-physics-metrology.rotacion-friccion-contacto","lesson.encyclopedia.math-physics-metrology.rotacion-friccion-contacto","activity.encyclopedia.math-physics-metrology.rotacion-friccion-contacto","1","Explicar y transferir: Rotación, inercia, fricción y contacto","guided-practice / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.math-physics-metrology.rotacion-friccion-contacto:answer""]","false","K","P","simulation","normal","aligned","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.math-physics-metrology","module.encyclopedia.math-physics-metrology.oscilacion-amortiguamiento","lesson.encyclopedia.math-physics-metrology.oscilacion-amortiguamiento","activity.encyclopedia.math-physics-metrology.oscilacion-amortiguamiento","1","Explicar y transferir: Oscilación, frecuencia, resonancia y amortiguamiento","guided-practice / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.math-physics-metrology.oscilacion-amortiguamiento:answer""]","false","K","R","simulation","normal","aligned","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.math-physics-metrology","module.encyclopedia.math-physics-metrology.medicion-incertidumbre-trazabilidad","lesson.encyclopedia.math-physics-metrology.medicion-incertidumbre-trazabilidad","activity.encyclopedia.math-physics-metrology.medicion-incertidumbre-trazabilidad","1","Explicar y transferir: Medición, incertidumbre y trazabilidad","guided-practice / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.math-physics-metrology.medicion-incertidumbre-trazabilidad:answer""]","false","K","P","simulation","normal","aligned","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.math-physics-metrology","module.encyclopedia.math-physics-metrology.tolerancias-y-fiabilidad","lesson.encyclopedia.math-physics-metrology.tolerancias-y-fiabilidad","activity.encyclopedia.math-physics-metrology.tolerancias-y-fiabilidad","1","Explicar y transferir: Tolerancias, capacidad, FMEA y fiabilidad","guided-practice / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.math-physics-metrology.tolerancias-y-fiabilidad:answer""]","false","K","P","simulation","normal","aligned","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.math-physics-metrology","module.encyclopedia.math-physics-metrology.toh-normas-dentado","lesson.encyclopedia.math-physics-metrology.toh-normas-dentado","activity.encyclopedia.math-physics-metrology.toh-normas-dentado","1","Explicar y transferir: Normas, perfiles y lectura de tablas relojeras","guided-practice / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.math-physics-metrology.toh-normas-dentado:answer""]","false","K","P","simulation","normal","aligned","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.math-physics-metrology","module.encyclopedia.math-physics-metrology.toh-contar-tren","lesson.encyclopedia.math-physics-metrology.toh-contar-tren","activity.encyclopedia.math-physics-metrology.toh-contar-tren","1","Explicar y transferir: Diseño inverso de un tren de conteo","observation-3d / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.math-physics-metrology.toh-contar-tren:answer""]","false","K","P","simulation","normal","aligned","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.math-physics-metrology","module.encyclopedia.math-physics-metrology.toh-oscilador-modelo","lesson.encyclopedia.math-physics-metrology.toh-oscilador-modelo","activity.encyclopedia.math-physics-metrology.toh-oscilador-modelo","1","Explicar y transferir: Modelo dinámico del volante-espiral","observation-3d / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.math-physics-metrology.toh-oscilador-modelo:answer""]","false","K","P","simulation","normal","aligned","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.math-physics-metrology","module.encyclopedia.math-physics-metrology.chicago-cronometria-maquinas","lesson.encyclopedia.math-physics-metrology.chicago-cronometria-maquinas","activity.encyclopedia.math-physics-metrology.chicago-cronometria-maquinas","1","Explicar y transferir: Expediente Chicago VII: de Watch Master y Time-O-Graph al cronocomparador","explanation / transfer","[""support:independent"",""worked-example"",""graduated-attempts""]","true","true","false","[""evidence.encyclopedia.math-physics-metrology.chicago-cronometria-maquinas:answer""]","false","K","P","simulation","normal","aligned","keep","false"
"wplab.horology.inspection-metrology","route.metrology.physical-digital-bridge","module.metrology.observe-before-measuring","lesson.metrology.observe-before-measuring","activity.metrology.preparar-una-inspeccion","1","Preparar una inspección","guided-practice / guided-practice","[""graduated-hints:3"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.metrology.preparar-una-inspeccion:procedure""]","false","K","R","simulation","normal","aligned","keep","false"
"wplab.horology.inspection-metrology","route.metrology.physical-digital-bridge","module.metrology.observe-before-measuring","lesson.metrology.observe-before-measuring","activity.metrology.separar-observacion-e-hipotesis","2","Separar observación e hipótesis","prediction / independent-practice","[""graduated-hints:3"",""support:faded"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.metrology.separar-observacion-e-hipotesis:procedure""]","false","K","R","simulation","normal","aligned","keep","false"
"wplab.horology.inspection-metrology","route.metrology.physical-digital-bridge","module.metrology.light-magnification-posture","lesson.metrology.light-magnification-posture","activity.metrology.elegir-iluminacion","1","Elegir iluminación","comparison / guided-practice","[""graduated-hints:3"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.metrology.elegir-iluminacion:procedure""]","false","K","R","simulation","normal","aligned","keep","false"
"wplab.horology.inspection-metrology","route.metrology.physical-digital-bridge","module.metrology.light-magnification-posture","lesson.metrology.light-magnification-posture","activity.metrology.elegir-aumento","2","Elegir aumento","explanation / independent-practice","[""graduated-hints:3"",""support:faded"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.metrology.elegir-aumento:procedure""]","true","K","P","home-bench","normal","aligned","manual-review","true"
"wplab.horology.inspection-metrology","route.metrology.physical-digital-bridge","module.metrology.units-scale-resolution","lesson.metrology.units-scale-resolution","activity.metrology.diferenciar-resolucion-y-precision","1","Diferenciar resolución y precisión","guided-practice / guided-practice","[""graduated-hints:3"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.metrology.diferenciar-resolucion-y-precision:procedure""]","true","K","R","home-bench","normal","aligned","manual-review","true"
"wplab.horology.inspection-metrology","route.metrology.physical-digital-bridge","module.metrology.units-scale-resolution","lesson.metrology.units-scale-resolution","activity.metrology.redondear-sin-inventar-informacion","2","Redondear sin inventar información","prediction / independent-practice","[""graduated-hints:3"",""support:faded"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.metrology.redondear-sin-inventar-informacion:procedure""]","true","K","R","home-bench","normal","aligned","manual-review","true"
"wplab.horology.inspection-metrology","route.metrology.physical-digital-bridge","module.metrology.precision-accuracy-uncertainty","lesson.metrology.precision-accuracy-uncertainty","activity.metrology.repetir-medicion","1","Repetir medición","comparison / guided-practice","[""graduated-hints:3"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.metrology.repetir-medicion:procedure""]","true","K","P","home-bench","historical-non-actionable","aligned","manual-review","true"
"wplab.horology.inspection-metrology","route.metrology.physical-digital-bridge","module.metrology.precision-accuracy-uncertainty","lesson.metrology.precision-accuracy-uncertainty","activity.metrology.declarar-incertidumbre","2","Declarar incertidumbre","explanation / independent-practice","[""graduated-hints:3"",""support:faded"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.metrology.declarar-incertidumbre:procedure""]","true","K","P","home-bench","historical-non-actionable","aligned","manual-review","true"
"wplab.horology.inspection-metrology","route.metrology.physical-digital-bridge","module.metrology.instruments","lesson.metrology.instruments","activity.metrology.seleccionar-instrumento","1","Seleccionar instrumento","guided-practice / guided-practice","[""graduated-hints:3"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.metrology.seleccionar-instrumento:procedure""]","true","K","P","home-bench","normal","aligned","manual-review","true"
"wplab.horology.inspection-metrology","route.metrology.physical-digital-bridge","module.metrology.instruments","lesson.metrology.instruments","activity.metrology.detectar-paralaje","2","Detectar paralaje","prediction / independent-practice","[""graduated-hints:3"",""support:faded"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.metrology.detectar-paralaje:artifact""]","true","R","P","home-bench","normal","aligned","keep","true"
"wplab.horology.inspection-metrology","route.metrology.physical-digital-bridge","module.metrology.verification-calibration","lesson.metrology.verification-calibration","activity.metrology.verificar-cero","1","Verificar cero","comparison / guided-practice","[""graduated-hints:3"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.metrology.verificar-cero:artifact""]","true","R","R","home-bench","historical-non-actionable","aligned","keep","true"
"wplab.horology.inspection-metrology","route.metrology.physical-digital-bridge","module.metrology.verification-calibration","lesson.metrology.verification-calibration","activity.metrology.interpretar-una-verificacion","2","Interpretar una verificación","explanation / independent-practice","[""graduated-hints:3"",""support:faded"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.metrology.interpretar-una-verificacion:artifact""]","true","R","R","home-bench","historical-non-actionable","aligned","keep","true"
"wplab.horology.inspection-metrology","route.metrology.physical-digital-bridge","module.metrology.physical-specimen","lesson.metrology.physical-specimen","activity.metrology.registrar-especimen","1","Registrar espécimen","guided-practice / guided-practice","[""graduated-hints:3"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.metrology.registrar-especimen:artifact""]","false","R","R","simulation","historical-non-actionable","aligned","keep","false"
"wplab.horology.inspection-metrology","route.metrology.physical-digital-bridge","module.metrology.physical-specimen","lesson.metrology.physical-specimen","activity.metrology.contar-dientes","2","Contar dientes","prediction / independent-practice","[""graduated-hints:3"",""support:faded"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.metrology.contar-dientes:artifact""]","false","R","R","simulation","historical-non-actionable","aligned","keep","false"
"wplab.horology.inspection-metrology","route.metrology.physical-digital-bridge","module.metrology.technical-photography","lesson.metrology.technical-photography","activity.metrology.importar-fotografia","1","Importar fotografía","comparison / guided-practice","[""graduated-hints:3"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.metrology.importar-fotografia:artifact""]","false","R","R","simulation","normal","aligned","keep","false"
"wplab.horology.inspection-metrology","route.metrology.physical-digital-bridge","module.metrology.technical-photography","lesson.metrology.technical-photography","activity.metrology.clasificar-fotografia","2","Clasificar fotografía","explanation / independent-practice","[""graduated-hints:3"",""support:faded"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.metrology.clasificar-fotografia:artifact""]","false","R","R","simulation","normal","aligned","keep","false"
"wplab.horology.inspection-metrology","route.metrology.physical-digital-bridge","module.metrology.image-measurement","lesson.metrology.image-measurement","activity.metrology.calibrar-escala","1","Calibrar escala","guided-practice / guided-practice","[""graduated-hints:3"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.metrology.calibrar-escala:artifact""]","true","R","R","home-bench","normal","aligned","keep","true"
"wplab.horology.inspection-metrology","route.metrology.physical-digital-bridge","module.metrology.image-measurement","lesson.metrology.image-measurement","activity.metrology.medir-distancia","2","Medir distancia","prediction / independent-practice","[""graduated-hints:3"",""support:faded"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.metrology.medir-distancia:artifact""]","true","R","R","home-bench","normal","aligned","keep","true"
"wplab.horology.inspection-metrology","route.metrology.physical-digital-bridge","module.metrology.physical-measurement","lesson.metrology.physical-measurement","activity.metrology.medir-diametro","1","Medir diámetro","comparison / guided-practice","[""graduated-hints:3"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.metrology.medir-diametro:artifact""]","true","R","P","home-bench","normal","aligned","keep","true"
"wplab.horology.inspection-metrology","route.metrology.physical-digital-bridge","module.metrology.physical-measurement","lesson.metrology.physical-measurement","activity.metrology.medir-distancia-entre-centros","2","Medir distancia entre centros","explanation / independent-practice","[""graduated-hints:3"",""support:faded"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.metrology.medir-distancia-entre-centros:artifact""]","true","R","P","home-bench","normal","aligned","keep","true"
"wplab.horology.inspection-metrology","route.metrology.physical-digital-bridge","module.metrology.inspection-findings","lesson.metrology.inspection-findings","activity.metrology.identificar-lectura-atipica","1","Identificar lectura atípica","guided-practice / guided-practice","[""graduated-hints:3"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.metrology.identificar-lectura-atipica:artifact""]","false","R","R","simulation","historical-non-actionable","aligned","keep","false"
"wplab.horology.inspection-metrology","route.metrology.physical-digital-bridge","module.metrology.inspection-findings","lesson.metrology.inspection-findings","activity.metrology.registrar-hallazgo","2","Registrar hallazgo","prediction / independent-practice","[""graduated-hints:3"",""support:faded"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.metrology.registrar-hallazgo:artifact""]","true","R","R","home-bench","historical-non-actionable","aligned","keep","true"
"wplab.horology.inspection-metrology","route.metrology.physical-digital-bridge","module.metrology.compare-data","lesson.metrology.compare-data","activity.metrology.comparar-nominal-y-medido","1","Comparar nominal y medido","comparison / guided-practice","[""graduated-hints:3"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.metrology.comparar-nominal-y-medido:artifact""]","true","R","P","home-bench","normal","aligned","keep","true"
"wplab.horology.inspection-metrology","route.metrology.physical-digital-bridge","module.metrology.compare-data","lesson.metrology.compare-data","activity.metrology.determinar-validez-de-comparacion","2","Determinar validez de comparación","explanation / independent-practice","[""graduated-hints:3"",""support:faded"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.metrology.determinar-validez-de-comparacion:artifact""]","true","R","P","home-bench","normal","aligned","keep","true"
"wplab.horology.inspection-metrology","route.metrology.physical-digital-bridge","module.metrology.improve-virtual-model","lesson.metrology.improve-virtual-model","activity.metrology.adoptar-un-valor","1","Adoptar un valor","guided-practice / guided-practice","[""graduated-hints:3"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.metrology.adoptar-un-valor:artifact""]","true","R","R","home-bench","historical-non-actionable","aligned","keep","true"
"wplab.horology.inspection-metrology","route.metrology.physical-digital-bridge","module.metrology.improve-virtual-model","lesson.metrology.improve-virtual-model","activity.metrology.crear-propuesta","2","Crear propuesta","prediction / independent-practice","[""graduated-hints:3"",""support:faded"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.metrology.crear-propuesta:artifact""]","true","R","R","home-bench","historical-non-actionable","aligned","keep","true"
"wplab.horology.inspection-metrology","route.metrology.physical-digital-bridge","module.metrology.final-project","lesson.metrology.final-project","activity.metrology.completar-dossier","1","Completar dossier","comparison / independent-practice","[""graduated-hints:3"",""support:faded"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.metrology.completar-dossier:artifact""]","true","R","P","home-bench","normal","aligned","keep","true"
"wplab.horology.inspection-metrology","route.metrology.physical-digital-bridge","module.metrology.final-project","lesson.metrology.final-project","activity.metrology.defender-el-proyecto-final","2","Defender el proyecto final","explanation / mastery-check","[""graduated-hints:3"",""support:independent"",""worked-example"",""graduated-attempts""]","true","false","false","[""evidence.metrology.defender-el-proyecto-final:artifact""]","true","R","P","home-bench","normal","aligned","keep","true"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.quartz-electronics","module.encyclopedia.quartz-electronics.electricidad-y-celulas","lesson.encyclopedia.quartz-electronics.electricidad-y-celulas","activity.encyclopedia.quartz-electronics.electricidad-y-celulas","1","Explicar y transferir: Tensión, corriente, resistencia y células","guided-practice / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.quartz-electronics.electricidad-y-celulas:answer""]","false","K","P","simulation","normal","aligned","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.quartz-electronics","module.encyclopedia.quartz-electronics.piezoelectricidad-y-resonador","lesson.encyclopedia.quartz-electronics.piezoelectricidad-y-resonador","activity.encyclopedia.quartz-electronics.piezoelectricidad-y-resonador","1","Explicar y transferir: Piezoelectricidad y resonador de cuarzo","guided-practice / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.quartz-electronics.piezoelectricidad-y-resonador:answer""]","false","K","P","simulation","normal","aligned","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.quartz-electronics","module.encyclopedia.quartz-electronics.divisor-circuito-y-consumo","lesson.encyclopedia.quartz-electronics.divisor-circuito-y-consumo","activity.encyclopedia.quartz-electronics.divisor-circuito-y-consumo","1","Explicar y transferir: Circuito integrado, divisor, compensación y consumo","guided-practice / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.quartz-electronics.divisor-circuito-y-consumo:answer""]","false","K","P","simulation","normal","aligned","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.quartz-electronics","module.encyclopedia.quartz-electronics.bobina-estator-y-rotor","lesson.encyclopedia.quartz-electronics.bobina-estator-y-rotor","activity.encyclopedia.quartz-electronics.bobina-estator-y-rotor","1","Explicar y transferir: Bobina, estator, rotor y motor paso a paso","guided-practice / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.quartz-electronics.bobina-estator-y-rotor:answer""]","false","K","P","simulation","normal","aligned","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.quartz-electronics","module.encyclopedia.quartz-electronics.diagnostico-cuarzo","lesson.encyclopedia.quartz-electronics.diagnostico-cuarzo","activity.encyclopedia.quartz-electronics.diagnostico-cuarzo","1","Explicar y transferir: Diagnóstico sistemático de un cuarzo analógico","guided-practice / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.quartz-electronics.diagnostico-cuarzo:answer""]","false","K","P","simulation","normal","aligned","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.quartz-electronics","module.encyclopedia.quartz-electronics.cuarzo-avanzado","lesson.encyclopedia.quartz-electronics.cuarzo-avanzado","activity.encyclopedia.quartz-electronics.cuarzo-avanzado","1","Explicar y transferir: Cuarzo de alta precisión, solar, radio y conectividad","guided-practice / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.quartz-electronics.cuarzo-avanzado:answer""]","false","K","P","simulation","normal","aligned","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.quartz-electronics","module.encyclopedia.quartz-electronics.toh-cuarzo-oscilador-divisor","lesson.encyclopedia.quartz-electronics.toh-cuarzo-oscilador-divisor","activity.encyclopedia.quartz-electronics.toh-cuarzo-oscilador-divisor","1","Explicar y transferir: Oscilador de cuarzo y división de frecuencia","guided-practice / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.quartz-electronics.toh-cuarzo-oscilador-divisor:answer""]","false","K","P","simulation","historical-non-actionable","aligned","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.quartz-electronics","module.encyclopedia.quartz-electronics.toh-motor-paso-bipolar","lesson.encyclopedia.quartz-electronics.toh-motor-paso-bipolar","activity.encyclopedia.quartz-electronics.toh-motor-paso-bipolar","1","Explicar y transferir: Bobina, estator y motor paso a paso bipolar","guided-practice / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.quartz-electronics.toh-motor-paso-bipolar:answer""]","false","K","P","simulation","normal","aligned","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.quartz-electronics","module.encyclopedia.quartz-electronics.toh-cadena-electronica-completa","lesson.encyclopedia.quartz-electronics.toh-cadena-electronica-completa","activity.encyclopedia.quartz-electronics.toh-cadena-electronica-completa","1","Explicar y transferir: Cadena completa del reloj electrónico analógico","explanation / transfer","[""support:independent"",""worked-example"",""graduated-attempts""]","true","true","false","[""evidence.encyclopedia.quartz-electronics.toh-cadena-electronica-completa:answer""]","false","K","P","simulation","normal","aligned","keep","false"
"wplab.horology.quartz-miyota2035","route.quartz2035.isa-to-2035","module.quartz2035.isa-memory","lesson.quartz2035.isa-memory","activity.quartz2035.create-isa-confidence-map","1","Crear mapa de confianza ISA 8172","guided-practice / guided-practice","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.quartz2035.provenance:observation""]","false","K","V","simulation","normal","partial","keep","false"
"wplab.horology.quartz-miyota2035","route.quartz2035.isa-to-2035","module.quartz2035.isa-memory","lesson.quartz2035.isa-memory","activity.quartz2035.compare-isa-functionally","2","Comparar ISA 8172 y 2035 por función","comparison / worked-example","[""graduated-hints:6"",""support:full"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.quartz2035.provenance:observation""]","false","K","V","simulation","normal","partial","keep","false"
"wplab.horology.quartz-miyota2035","route.quartz2035.isa-to-2035","module.quartz2035.documentation","lesson.quartz2035.documentation","activity.quartz2035.read-drawing","1","Leer un plano","guided-practice / worked-example","[""graduated-hints:6"",""support:full"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.quartz2035.document-reading:observation""]","false","K","V","simulation","historical-non-actionable","partial","keep","false"
"wplab.horology.quartz-miyota2035","route.quartz2035.isa-to-2035","module.quartz2035.documentation","lesson.quartz2035.documentation","activity.quartz2035.associate-reference-part","2","Asociar referencias y piezas","guided-practice / guided-practice","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.quartz2035.document-reading:observation""]","false","K","V","simulation","historical-non-actionable","partial","keep","false"
"wplab.horology.quartz-miyota2035","route.quartz2035.isa-to-2035","module.quartz2035.anatomy","lesson.quartz2035.anatomy","activity.quartz2035.classify-subsystems","1","Clasificar subsistemas","guided-practice / guided-practice","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.quartz2035.classification:observation""]","true","K","P","home-bench","normal","partial","manual-review","true"
"wplab.horology.quartz-miyota2035","route.quartz2035.isa-to-2035","module.quartz2035.anatomy","lesson.quartz2035.anatomy","activity.quartz2035.follow-functional-chain","2","Seguir la cadena funcional","observation-3d / worked-example","[""graduated-hints:6"",""support:full"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.quartz2035.classification:observation""]","true","K","P","home-bench","normal","partial","manual-review","true"
"wplab.horology.quartz-miyota2035","route.quartz2035.isa-to-2035","module.quartz2035.disassembly","lesson.quartz2035.disassembly","activity.quartz2035.order-disassembly-steps","1","Ordenar pasos respaldados","guided-practice / completion-problem","[""graduated-hints:6"",""support:faded"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.quartz2035.sequence:procedure"",""evidence.quartz2035.manipulation:procedure"",""evidence.quartz2035.order:procedure"",""evidence.quartz2035.disassembly:procedure""]","true","K","R","home-bench","historical-non-actionable","partial","manual-review","true"
"wplab.horology.quartz-miyota2035","route.quartz2035.isa-to-2035","module.quartz2035.disassembly","lesson.quartz2035.disassembly","activity.quartz2035.disassemble-to-tray","2","Elegir pieza, retirar y colocar en bandeja","guided-practice / guided-practice","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.quartz2035.sequence:procedure"",""evidence.quartz2035.manipulation:procedure"",""evidence.quartz2035.order:procedure"",""evidence.quartz2035.disassembly:procedure""]","true","K","R","home-bench","historical-non-actionable","partial","manual-review","true"
"wplab.horology.quartz-miyota2035","route.quartz2035.isa-to-2035","module.quartz2035.assembly","lesson.quartz2035.assembly","activity.quartz2035.assemble-guided","1","Montar en modo guiado","guided-practice / guided-practice","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.quartz2035.assembly:procedure""]","true","K","P","home-bench","normal","partial","manual-review","true"
"wplab.horology.quartz-miyota2035","route.quartz2035.isa-to-2035","module.quartz2035.assembly","lesson.quartz2035.assembly","activity.quartz2035.assemble-assisted-free","2","Montar en modo asistido y libre","guided-practice / completion-problem","[""graduated-hints:6"",""support:faded"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.quartz2035.assembly:procedure""]","true","K","P","home-bench","normal","partial","manual-review","true"
"wplab.horology.quartz-miyota2035","route.quartz2035.isa-to-2035","module.quartz2035.diagnosis","lesson.quartz2035.diagnosis","activity.quartz2035.identify-error-hypothesis","1","Identificar un error y proponer hipótesis","prediction / diagnostic","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.quartz2035.diagnosis:observation"",""evidence.quartz2035.explanation:human-review""]","false","R","R","simulation","normal","partial","keep","false"
"wplab.horology.quartz-miyota2035","route.quartz2035.isa-to-2035","module.quartz2035.diagnosis","lesson.quartz2035.diagnosis","activity.quartz2035.choose-check","2","Elegir una comprobación","guided-practice / diagnostic","[""graduated-hints:6"",""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.quartz2035.diagnosis:observation"",""evidence.quartz2035.explanation:human-review""]","false","R","R","simulation","normal","partial","keep","false"
"wplab.horology.quartz-miyota2035","route.quartz2035.isa-to-2035","module.quartz2035.final-project","lesson.quartz2035.final-project","activity.quartz2035.complete-final-project","1","Completar proyecto final","explanation / mastery-check","[""graduated-hints:6"",""support:independent"",""worked-example"",""graduated-attempts""]","true","false","false","[""evidence.quartz2035.final-project:human-review""]","false","R","R","simulation","normal","partial","keep","false"
"wplab.horology.quartz-miyota2035","route.quartz2035.isa-to-2035","module.quartz2035.final-project","lesson.quartz2035.final-project","activity.quartz2035.review-final-dossier","2","Revisar trazabilidad del dossier","guided-practice / transfer","[""graduated-hints:6"",""support:independent"",""worked-example"",""graduated-attempts""]","true","true","false","[""evidence.quartz2035.final-project:human-review""]","false","R","R","simulation","normal","partial","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.mechanical-energy-trains","module.encyclopedia.mechanical-energy-trains.muelle-real-y-barrilete","lesson.encyclopedia.mechanical-energy-trains.muelle-real-y-barrilete","activity.encyclopedia.mechanical-energy-trains.muelle-real-y-barrilete","1","Explicar y transferir: Muelle real, barrilete y curva de par","observation-3d / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.mechanical-energy-trains.muelle-real-y-barrilete:answer""]","false","K","P","simulation","normal","aligned","keep","false"
"wplab.horology.watchmaking-encyclopedia","route.encyclopedia.mechanical-energy-trains","module.encyclopedia.mechanical-energy-trains.cuerda-clic-y-automatico","lesson.encyclopedia.mechanical-energy-trains.cuerda-clic-y-automatico","activity.encyclopedia.mechanical-energy-trains.cuerda-clic-y-automatico","1","Explicar y transferir: Cuerda manual, rochete, rueda de corona y sistema automático","guided-practice / guided-practice","[""support:guided"",""worked-example"",""graduated-attempts""]","false","false","false","[""evidence.encyclopedia.mechanical-energy-trains.cuerda-clic-y-automatico:answer""]","false","K","R","simulation","normal","aligned","keep","false"
