"packageId","packageVersion","routeId","moduleId","lessonId","visibleTitle","currentOrder","routeOrder","moduleOrder","lessonOrder","currentType","proposedCurriculumStage","curriculumCategory","currentObservableObjective","objectiveQuality","currentLearningArchetype","recommendedLearningArchetype","declaredPrimarySource","secondarySources","currentCitations","citationPrecision","requiredConcepts","prerequisiteProblems","improperHigherDependencies","visualCoverage","requiredVisuals","currentEvidenceLevel","recommendedEvidenceLevel","executionTier","safetyStatus","historicalStatus","languageProblems","editorialProblems","editorialStatus","recommendedAction","priority","priorityScore","priorityBreakdown","reason","manualReviewRequired"
"wplab.horology.watchmaking-encyclopedia","1.1.0","route.encyclopedia.escapements-chronometry","module.encyclopedia.escapements-chronometry.geometria-del-escape","lesson.encyclopedia.escapements-chronometry.geometria-del-escape","Bloqueo, draw, caída, impulso y seguridad","96","11","2","1","conceptual-model / explanation","2-understand-mechanical-systems","","Explicar Bloqueo, draw, caída, impulso y seguridad mediante relaciones causales.","specific-observable","mechanism-explanation","psychomotor-skill","source.private.daniels.escapements","[""source.private.vba-uhrentechnik"",""source.external.eta-swisslab-6497""]","[""source.external.eta-swisslab-6497"",""source.private.daniels.escapements [p.214-271; Escapements]"",""source.private.vba-uhrentechnik""]","page-or-figure","[""concept.encyclopedia.escapements-chronometry.ciclo-del-ancora-suiza.paleta-de-entrada"",""concept.encyclopedia.escapements-chronometry.ciclo-del-ancora-suiza.paleta-de-salida"",""concept.encyclopedia.escapements-chronometry.ciclo-del-ancora-suiza.accion-perdida""]","[]","[]","1/1 declared visuals ready or approved","[""multi-angle physical demonstration and reviewed result""]","K","P","simulation","normal","unknown","[""lesson.title"",""lesson.purpose"",""lesson.objectives[0]"",""lesson.objectives[1]"",""lesson.objectives[2]"",""activity.encyclopedia.escapements-chronometry.geometria-del-escape.title"",""activity.encyclopedia.escapements-chronometry.geometria-del-escape.description""]","[""identical-english-spanish"",""redundant-names"",""overbroad-citation"",""ocr-formula-unverified"",""template-conditioned-content"",""automatic-segmentation-break"",""single-lesson-module""]","needs-source-review","manual-review","high","75","[{""reason"":""incidencias ponderadas"",""points"":59},{""reason"":""fundamentos mecánicos"",""points"":16}]","Campos localizados en inglés repiten literalmente el español. Los nombres de módulo y lección son redundantes. Una o más fuentes se citan a nivel de capítulo, documento o sin localizador. Una fórmula vinculada a material OCR no consta como verificada visualmente.","true"
"wplab.horology.watchmaking-encyclopedia","1.1.0","route.encyclopedia.escapements-chronometry","module.encyclopedia.escapements-chronometry.volante-y-espiral","lesson.encyclopedia.escapements-chronometry.volante-y-espiral","Volante, espiral, pitón, raqueta y frecuencia","97","11","3","1","conceptual-model / explanation","2-understand-mechanical-systems","","Explicar Volante, espiral, pitón, raqueta y frecuencia mediante relaciones causales.","specific-observable","mechanism-explanation","manufacturing","source.private.daniels.balance-spring","[""source.private.vba-uhrentechnik"",""source.external.horlogerie-suisse""]","[""source.external.horlogerie-suisse"",""source.private.daniels.balance-spring [p.336-370; The Balance and Spring]"",""source.private.vba-uhrentechnik""]","page-or-figure","[""concept.encyclopedia.escapements-chronometry.geometria-del-escape.draw"",""concept.encyclopedia.escapements-chronometry.geometria-del-escape.caida"",""concept.encyclopedia.escapements-chronometry.geometria-del-escape.seguridad-del-rodillo""]","[]","[]","1/1 declared visuals ready or approved","[""dimensioned drawing, workholding, and operation states""]","K","R","simulation","normal","unknown","[""lesson.title"",""lesson.purpose"",""lesson.objectives[0]"",""lesson.objectives[1]"",""lesson.objectives[2]"",""activity.encyclopedia.escapements-chronometry.volante-y-espiral.title"",""activity.encyclopedia.escapements-chronometry.volante-y-espiral.description""]","[""identical-english-spanish"",""redundant-names"",""overbroad-citation"",""ocr-formula-unverified"",""template-conditioned-content"",""automatic-segmentation-break"",""single-lesson-module""]","needs-source-review","manual-review","high","75","[{""reason"":""incidencias ponderadas"",""points"":59},{""reason"":""fundamentos mecánicos"",""points"":16}]","Campos localizados en inglés repiten literalmente el español. Los nombres de módulo y lección son redundantes. Una o más fuentes se citan a nivel de capítulo, documento o sin localizador. Una fórmula vinculada a material OCR no consta como verificada visualmente.","true"
"wplab.horology.watchmaking-encyclopedia","1.1.0","route.encyclopedia.escapements-chronometry","module.encyclopedia.escapements-chronometry.isocronismo-y-curvas-terminales","lesson.encyclopedia.escapements-chronometry.isocronismo-y-curvas-terminales","Isocronismo, punto de sujeción y curvas terminales","98","11","4","1","conceptual-model / explanation","2-understand-mechanical-systems","","Explicar Isocronismo, punto de sujeción y curvas terminales mediante relaciones causales.","specific-observable","mechanism-explanation","psychomotor-skill","source.private.daniels.balance-spring","[""source.private.vba-uhrentechnik"",""source.external.horology-student.books""]","[""source.external.horology-student.books"",""source.private.daniels.balance-spring [p.336-370; The Balance and Spring]"",""source.private.vba-uhrentechnik""]","page-or-figure","[""concept.encyclopedia.escapements-chronometry.volante-y-espiral.momento-de-inercia-del-volante"",""concept.encyclopedia.escapements-chronometry.volante-y-espiral.longitud-activa-de-espiral"",""concept.encyclopedia.escapements-chronometry.volante-y-espiral.respiracion-concentrica""]","[]","[]","0/0 declared visuals ready or approved","[""multi-angle physical demonstration and reviewed result""]","K","P","simulation","normal","unknown","[""lesson.title"",""lesson.purpose"",""lesson.objectives[0]"",""lesson.objectives[1]"",""lesson.objectives[2]"",""activity.encyclopedia.escapements-chronometry.isocronismo-y-curvas-terminales.title"",""activity.encyclopedia.escapements-chronometry.isocronismo-y-curvas-terminales.description""]","[""identical-english-spanish"",""redundant-names"",""overbroad-citation"",""ocr-formula-unverified"",""inadequate-visual-support"",""template-conditioned-content"",""automatic-segmentation-break"",""single-lesson-module""]","needs-source-review","manual-review","high","76","[{""reason"":""incidencias ponderadas"",""points"":60},{""reason"":""fundamentos mecánicos"",""points"":16}]","Campos localizados en inglés repiten literalmente el español. Los nombres de módulo y lección son redundantes. Una o más fuentes se citan a nivel de capítulo, documento o sin localizador. Una fórmula vinculada a material OCR no consta como verificada visualmente.","true"
"wplab.horology.watchmaking-encyclopedia","1.1.0","route.encyclopedia.escapements-chronometry","module.encyclopedia.escapements-chronometry.poising-beat-y-posiciones","lesson.encyclopedia.escapements-chronometry.poising-beat-y-posiciones","Poising, beat error y posiciones","99","11","5","1","conceptual-model / explanation","2-understand-mechanical-systems","","Explicar Poising, beat error y posiciones mediante relaciones causales.","specific-observable","mechanism-explanation","psychomotor-skill","source.private.daniels.balance-spring","[""source.private.vba-uhrentechnik"",""source.institutional.wostep.watchmaker""]","[""source.institutional.wostep.watchmaker"",""source.private.daniels.balance-spring [p.336-370; The Balance and Spring]"",""source.private.vba-uhrentechnik""]","page-or-figure","[""concept.encyclopedia.escapements-chronometry.isocronismo-y-curvas-terminales.isocronismo"",""concept.encyclopedia.escapements-chronometry.isocronismo-y-curvas-terminales.curva-terminal"",""concept.encyclopedia.escapements-chronometry.isocronismo-y-curvas-terminales.error-circular""]","[]","[]","0/0 declared visuals ready or approved","[""multi-angle physical demonstration and reviewed result""]","K","P","home-bench","normal","unknown","[""lesson.title"",""lesson.purpose"",""lesson.objectives[0]"",""lesson.objectives[1]"",""lesson.objectives[2]"",""activity.encyclopedia.escapements-chronometry.poising-beat-y-posiciones.title"",""activity.encyclopedia.escapements-chronometry.poising-beat-y-posiciones.description""]","[""identical-english-spanish"",""redundant-names"",""overbroad-citation"",""ocr-formula-unverified"",""inadequate-visual-support"",""template-conditioned-content"",""automatic-segmentation-break"",""single-lesson-module"",""physical-skill-digital-only""]","needs-source-review","manual-review","high","76","[{""reason"":""incidencias ponderadas"",""points"":60},{""reason"":""fundamentos mecánicos"",""points"":16}]","Campos localizados en inglés repiten literalmente el español. Los nombres de módulo y lección son redundantes. Una o más fuentes se citan a nivel de capítulo, documento o sin localizador. Una fórmula vinculada a material OCR no consta como verificada visualmente.","true"
"wplab.horology.watchmaking-encyclopedia","1.1.0","route.encyclopedia.escapements-chronometry","module.encyclopedia.escapements-chronometry.cronocomparador-y-prueba","lesson.encyclopedia.escapements-chronometry.cronocomparador-y-prueba","Cronocomparador, reserva y validación cronométrica","100","11","6","1","conceptual-model / explanation","2-understand-mechanical-systems","","Explicar Cronocomparador, reserva y validación cronométrica mediante relaciones causales.","specific-observable","mechanism-explanation","psychomotor-skill","source.institutional.awci.standards","[""source.institutional.wostep.watchmaker"",""source.private.vba-uhrentechnik""]","[""source.institutional.awci.standards"",""source.institutional.wostep.watchmaker"",""source.private.vba-uhrentechnik""]","document","[""concept.encyclopedia.escapements-chronometry.poising-beat-y-posiciones.poising-estatico"",""concept.encyclopedia.escapements-chronometry.poising-beat-y-posiciones.poising-dinamico"",""concept.encyclopedia.escapements-chronometry.poising-beat-y-posiciones.beat-error""]","[]","[]","0/0 declared visuals ready or approved","[""multi-angle physical demonstration and reviewed result""]","K","P","simulation","normal","unknown","[""lesson.title"",""lesson.purpose"",""lesson.objectives[0]"",""lesson.objectives[1]"",""lesson.objectives[2]"",""activity.encyclopedia.escapements-chronometry.cronocomparador-y-prueba.title"",""activity.encyclopedia.escapements-chronometry.cronocomparador-y-prueba.description""]","[""identical-english-spanish"",""redundant-names"",""overbroad-citation"",""numeric-data-without-locator"",""ocr-formula-unverified"",""inadequate-visual-support"",""automatic-segmentation-break"",""single-lesson-module""]","needs-source-review","manual-review","high","76","[{""reason"":""incidencias ponderadas"",""points"":60},{""reason"":""fundamentos mecánicos"",""points"":16}]","Campos localizados en inglés repiten literalmente el español. Los nombres de módulo y lección son redundantes. Una o más fuentes se citan a nivel de capítulo, documento o sin localizador. Hay datos numéricos o relaciones cuantitativas sin página, figura o tabla aplicable.","true"
"wplab.horology.watchmaking-encyclopedia","1.1.0","route.encyclopedia.escapements-chronometry","module.encyclopedia.escapements-chronometry.toh-escape-fases","lesson.encyclopedia.escapements-chronometry.toh-escape-fases","Fases completas del escape de áncora suizo","101","11","7","1","conceptual-model / explanation","2-understand-mechanical-systems","","Explicar Fases completas del escape de áncora suizo mediante relaciones causales.","specific-observable","mechanism-explanation","psychomotor-skill","source.private.toh.ch06","[""source.private.bulova.10"",""source.encyclopedia.original-synthesis""]","[""source.encyclopedia.original-synthesis"",""source.private.bulova.10 [p.239-260; Escapement examination]"",""source.private.toh.ch06 [p.100-129; 6]""]","page-or-figure","[""concept.encyclopedia.escapements-chronometry.cronocomparador-y-prueba.tasa-instantanea-estimada"",""concept.encyclopedia.escapements-chronometry.cronocomparador-y-prueba.angulo-de-alzada"",""concept.encyclopedia.escapements-chronometry.cronocomparador-y-prueba.protocolo-cronometrico""]","[]","[]","1/1 declared visuals ready or approved","[""multi-angle physical demonstration and reviewed result""]","K","P","simulation","normal","historical-context","[""lesson.title"",""lesson.purpose"",""lesson.objectives[0]"",""lesson.objectives[1]"",""lesson.objectives[2]"",""activity.encyclopedia.escapements-chronometry.toh-escape-fases.title"",""activity.encyclopedia.escapements-chronometry.toh-escape-fases.description""]","[""identical-english-spanish"",""foreign-lesson-title"",""redundant-names"",""overbroad-citation"",""modern-safety-source-required"",""template-conditioned-content"",""automatic-segmentation-break"",""single-lesson-module""]","needs-safety-review","manual-review","high","76","[{""reason"":""incidencias ponderadas"",""points"":60},{""reason"":""fundamentos mecánicos"",""points"":16}]","Campos localizados en inglés repiten literalmente el español. El cuerpo contiene el título de otra lección; puede ser referencia válida o contaminación de plantilla. Los nombres de módulo y lección son redundantes. Una o más fuentes se citan a nivel de capítulo, documento o sin localizador.","true"
"wplab.horology.watchmaking-encyclopedia","1.1.0","route.encyclopedia.escapements-chronometry","module.encyclopedia.escapements-chronometry.toh-seguridad-escape","lesson.encyclopedia.escapements-chronometry.toh-seguridad-escape","Seguridad: draw, guardia y cuernos","102","11","8","1","conceptual-model / explanation","2-understand-mechanical-systems","","Explicar Seguridad: draw, guardia y cuernos mediante relaciones causales.","specific-observable","mechanism-explanation","psychomotor-skill","source.private.toh.ch06","[""source.private.bulova.10"",""source.encyclopedia.original-synthesis""]","[""source.encyclopedia.original-synthesis"",""source.private.bulova.10 [p.239-260; Escapement examination]"",""source.private.toh.ch06 [p.100-129; 6]""]","page-or-figure","[""concept.encyclopedia.escapements-chronometry.toh-escape-fases.despeje"",""concept.encyclopedia.escapements-chronometry.toh-escape-fases.impulso"",""concept.encyclopedia.escapements-chronometry.toh-escape-fases.caida""]","[]","[]","1/1 declared visuals ready or approved","[""multi-angle physical demonstration and reviewed result""]","K","P","simulation","normal","historical-context","[""lesson.title"",""lesson.purpose"",""lesson.objectives[0]"",""lesson.objectives[1]"",""lesson.objectives[2]"",""activity.encyclopedia.escapements-chronometry.toh-seguridad-escape.title"",""activity.encyclopedia.escapements-chronometry.toh-seguridad-escape.description""]","[""identical-english-spanish"",""redundant-names"",""overbroad-citation"",""modern-safety-source-required"",""template-conditioned-content"",""automatic-segmentation-break"",""single-lesson-module""]","needs-safety-review","manual-review","high","75","[{""reason"":""incidencias ponderadas"",""points"":59},{""reason"":""fundamentos mecánicos"",""points"":16}]","Campos localizados en inglés repiten literalmente el español. Los nombres de módulo y lección son redundantes. Una o más fuentes se citan a nivel de capítulo, documento o sin localizador. El procedimiento necesita una fuente moderna de seguridad antes de cualquier uso operativo.","true"
"wplab.horology.watchmaking-encyclopedia","1.1.0","route.encyclopedia.escapements-chronometry","module.encyclopedia.escapements-chronometry.toh-volante-espiral-conjunto","lesson.encyclopedia.escapements-chronometry.toh-volante-espiral-conjunto","Volante, espiral, pitón, virola y raqueta","103","11","9","1","conceptual-model / explanation","2-understand-mechanical-systems","","Explicar Volante, espiral, pitón, virola y raqueta mediante relaciones causales.","specific-observable","mechanism-explanation","psychomotor-skill","source.private.toh.ch07","[""source.private.bulova.06"",""source.encyclopedia.original-synthesis""]","[""source.encyclopedia.original-synthesis"",""source.private.bulova.06 [p.129-156; Hairspring truing]"",""source.private.toh.ch07 [p.130-169; 7]""]","page-or-figure","[""concept.encyclopedia.escapements-chronometry.toh-seguridad-escape.draw"",""concept.encyclopedia.escapements-chronometry.toh-seguridad-escape.accion-de-guardia"",""concept.encyclopedia.escapements-chronometry.toh-seguridad-escape.run-to-banking""]","[]","[]","1/1 declared visuals ready or approved","[""multi-angle physical demonstration and reviewed result""]","K","P","simulation","normal","historical-context","[""lesson.title"",""lesson.purpose"",""lesson.objectives[0]"",""lesson.objectives[1]"",""lesson.objectives[2]"",""activity.encyclopedia.escapements-chronometry.toh-volante-espiral-conjunto.title"",""activity.encyclopedia.escapements-chronometry.toh-volante-espiral-conjunto.description""]","[""identical-english-spanish"",""redundant-names"",""overbroad-citation"",""modern-safety-source-required"",""template-conditioned-content"",""automatic-segmentation-break"",""single-lesson-module""]","needs-safety-review","manual-review","high","75","[{""reason"":""incidencias ponderadas"",""points"":59},{""reason"":""fundamentos mecánicos"",""points"":16}]","Campos localizados en inglés repiten literalmente el español. Los nombres de módulo y lección son redundantes. Una o más fuentes se citan a nivel de capítulo, documento o sin localizador. El procedimiento necesita una fuente moderna de seguridad antes de cualquier uso operativo.","true"
"wplab.horology.watchmaking-encyclopedia","1.1.0","route.encyclopedia.escapements-chronometry","module.encyclopedia.escapements-chronometry.toh-isocronismo","lesson.encyclopedia.escapements-chronometry.toh-isocronismo","Isocronismo y dependencia de amplitud","104","11","10","1","conceptual-model / explanation","2-understand-mechanical-systems","","Explicar Isocronismo y dependencia de amplitud mediante relaciones causales.","specific-observable","mechanism-explanation","psychomotor-skill","source.private.toh.ch07","[""source.private.daniels.balance-spring"",""source.encyclopedia.original-synthesis""]","[""source.encyclopedia.original-synthesis"",""source.private.daniels.balance-spring [p.336-370; The Balance and Spring]"",""source.private.toh.ch07 [p.130-169; 7]""]","page-or-figure","[""concept.encyclopedia.escapements-chronometry.toh-volante-espiral-conjunto.virola"",""concept.encyclopedia.escapements-chronometry.toh-volante-espiral-conjunto.piton"",""concept.encyclopedia.escapements-chronometry.toh-volante-espiral-conjunto.longitud-activa""]","[]","[]","1/1 declared visuals ready or approved","[""multi-angle physical demonstration and reviewed result""]","K","P","simulation","normal","mixed","[""lesson.title"",""lesson.purpose"",""lesson.objectives[0]"",""lesson.objectives[1]"",""lesson.objectives[2]"",""activity.encyclopedia.escapements-chronometry.toh-isocronismo.title"",""activity.encyclopedia.escapements-chronometry.toh-isocronismo.description""]","[""identical-english-spanish"",""redundant-names"",""overbroad-citation"",""ocr-formula-unverified"",""modern-safety-source-required"",""template-conditioned-content"",""automatic-segmentation-break"",""single-lesson-module""]","needs-safety-review","manual-review","high","76","[{""reason"":""incidencias ponderadas"",""points"":60},{""reason"":""fundamentos mecánicos"",""points"":16}]","Campos localizados en inglés repiten literalmente el español. Los nombres de módulo y lección son redundantes. Una o más fuentes se citan a nivel de capítulo, documento o sin localizador. Una fórmula vinculada a material OCR no consta como verificada visualmente.","true"
"wplab.horology.watchmaking-encyclopedia","1.1.0","route.encyclopedia.escapements-chronometry","module.encyclopedia.escapements-chronometry.toh-posiciones-perturbaciones","lesson.encyclopedia.escapements-chronometry.toh-posiciones-perturbaciones","Posiciones, gravedad, poising y perturbaciones","105","11","11","1","conceptual-model / explanation","2-understand-mechanical-systems","","Explicar Posiciones, gravedad, poising y perturbaciones mediante relaciones causales.","specific-observable","mechanism-explanation","psychomotor-skill","source.private.toh.ch07","[""source.private.bulova.05"",""source.encyclopedia.original-synthesis""]","[""source.encyclopedia.original-synthesis"",""source.private.bulova.05 [p.113-128; Poising balance wheels]"",""source.private.toh.ch07 [p.130-169; 7]""]","page-or-figure","[""concept.encyclopedia.escapements-chronometry.toh-isocronismo.error-de-isocronismo"",""concept.encyclopedia.escapements-chronometry.toh-isocronismo.efecto-caspari"",""concept.encyclopedia.escapements-chronometry.toh-isocronismo.efecto-grossmann""]","[]","[]","0/0 declared visuals ready or approved","[""multi-angle physical demonstration and reviewed result""]","K","P","home-bench","normal","historical-context","[""lesson.title"",""lesson.purpose"",""lesson.objectives[0]"",""lesson.objectives[1]"",""lesson.objectives[2]"",""activity.encyclopedia.escapements-chronometry.toh-posiciones-perturbaciones.title"",""activity.encyclopedia.escapements-chronometry.toh-posiciones-perturbaciones.description""]","[""identical-english-spanish"",""redundant-names"",""overbroad-citation"",""modern-safety-source-required"",""inadequate-visual-support"",""template-conditioned-content"",""automatic-segmentation-break"",""single-lesson-module"",""physical-skill-digital-only""]","needs-safety-review","manual-review","high","76","[{""reason"":""incidencias ponderadas"",""points"":60},{""reason"":""fundamentos mecánicos"",""points"":16}]","Campos localizados en inglés repiten literalmente el español. Los nombres de módulo y lección son redundantes. Una o más fuentes se citan a nivel de capítulo, documento o sin localizador. El procedimiento necesita una fuente moderna de seguridad antes de cualquier uso operativo.","true"
"wplab.horology.watchmaking-encyclopedia","1.1.0","route.encyclopedia.escapements-chronometry","module.encyclopedia.escapements-chronometry.toh-tourbillon-carrusel","lesson.encyclopedia.escapements-chronometry.toh-tourbillon-carrusel","Tourbillon, carrusel y promedio posicional","106","11","12","1","conceptual-model / explanation","2-understand-mechanical-systems","","Explicar Tourbillon, carrusel y promedio posicional mediante relaciones causales.","specific-observable","mechanism-explanation","psychomotor-skill","source.private.toh.ch07","[""source.private.daniels.escapements"",""source.encyclopedia.original-synthesis""]","[""source.encyclopedia.original-synthesis"",""source.private.daniels.escapements [p.214-271; Escapements]"",""source.private.toh.ch07 [p.130-169; 7]""]","page-or-figure","[""concept.encyclopedia.escapements-chronometry.toh-posiciones-perturbaciones.error-posicional"",""concept.encyclopedia.escapements-chronometry.toh-posiciones-perturbaciones.poising-estatico"",""concept.encyclopedia.escapements-chronometry.toh-posiciones-perturbaciones.poising-dinamico""]","[]","[]","0/0 declared visuals ready or approved","[""multi-angle physical demonstration and reviewed result""]","K","P","simulation","normal","mixed","[""lesson.title"",""lesson.purpose"",""lesson.objectives[0]"",""lesson.objectives[1]"",""lesson.objectives[2]"",""activity.encyclopedia.escapements-chronometry.toh-tourbillon-carrusel.title"",""activity.encyclopedia.escapements-chronometry.toh-tourbillon-carrusel.description""]","[""identical-english-spanish"",""redundant-names"",""overbroad-citation"",""ocr-formula-unverified"",""modern-safety-source-required"",""inadequate-visual-support"",""template-conditioned-content"",""automatic-segmentation-break"",""single-lesson-module""]","needs-safety-review","manual-review","high","76","[{""reason"":""incidencias ponderadas"",""points"":60},{""reason"":""fundamentos mecánicos"",""points"":16}]","Campos localizados en inglés repiten literalmente el español. Los nombres de módulo y lección son redundantes. Una o más fuentes se citan a nivel de capítulo, documento o sin localizador. Una fórmula vinculada a material OCR no consta como verificada visualmente.","true"
"wplab.horology.watchmaking-encyclopedia","1.1.0","route.encyclopedia.escapements-chronometry","module.encyclopedia.escapements-chronometry.bulova-centrado-volante","lesson.encyclopedia.escapements-chronometry.bulova-centrado-volante","Pasaporte VIII: centrado y alabeo del volante","107","11","13","1","conceptual-model / explanation","2-understand-mechanical-systems","","Explicar Pasaporte VIII: centrado y alabeo del volante mediante relaciones causales.","specific-observable","mechanism-explanation","psychomotor-skill","source.private.bulova.02","[""source.private.chicago.16"",""source.encyclopedia.original-synthesis""]","[""source.encyclopedia.original-synthesis"",""source.private.bulova.02 [p.21-36; Truing balance wheels]"",""source.private.chicago.16 [Truing balances]""]","page-or-figure","[""concept.encyclopedia.escapements-chronometry.toh-tourbillon-carrusel.jaula"",""concept.encyclopedia.escapements-chronometry.toh-tourbillon-carrusel.periodo-de-rotacion"",""concept.encyclopedia.escapements-chronometry.toh-tourbillon-carrusel.promedio-posicional""]","[]","[]","0/0 declared visuals ready or approved","[""multi-angle physical demonstration and reviewed result""]","K","P","simulation","normal","historical-context","[""lesson.title"",""lesson.purpose"",""lesson.objectives[0]"",""lesson.objectives[1]"",""lesson.objectives[2]"",""activity.encyclopedia.escapements-chronometry.bulova-centrado-volante.title"",""activity.encyclopedia.escapements-chronometry.bulova-centrado-volante.description""]","[""identical-english-spanish"",""redundant-names"",""overbroad-citation"",""modern-safety-source-required"",""inadequate-visual-support"",""template-conditioned-content"",""automatic-segmentation-break"",""single-lesson-module""]","needs-safety-review","manual-review","high","76","[{""reason"":""incidencias ponderadas"",""points"":60},{""reason"":""fundamentos mecánicos"",""points"":16}]","Campos localizados en inglés repiten literalmente el español. Los nombres de módulo y lección son redundantes. Una o más fuentes se citan a nivel de capítulo, documento o sin localizador. El procedimiento necesita una fuente moderna de seguridad antes de cualquier uso operativo.","true"
"wplab.horology.watchmaking-encyclopedia","1.1.0","route.encyclopedia.escapements-chronometry","module.encyclopedia.escapements-chronometry.bulova-poising","lesson.encyclopedia.escapements-chronometry.bulova-poising","Pasaporte IX: equilibrado estático del volante","108","11","14","1","conceptual-model / explanation","2-understand-mechanical-systems","","Explicar Pasaporte IX: equilibrado estático del volante mediante relaciones causales.","specific-observable","mechanism-explanation","psychomotor-skill","source.private.bulova.05","[""source.private.chicago.17"",""source.encyclopedia.original-synthesis""]","[""source.encyclopedia.original-synthesis"",""source.private.bulova.05 [p.113-128; Poising balance wheels]"",""source.private.chicago.17 [Poising balances]""]","page-or-figure","[""concept.encyclopedia.escapements-chronometry.bulova-centrado-volante.error-radial"",""concept.encyclopedia.escapements-chronometry.bulova-centrado-volante.alabeo-axial"",""concept.encyclopedia.escapements-chronometry.bulova-centrado-volante.referencia-de-observacion""]","[]","[]","0/0 declared visuals ready or approved","[""multi-angle physical demonstration and reviewed result""]","K","P","simulation","normal","historical-context","[""lesson.title"",""lesson.purpose"",""lesson.objectives[0]"",""lesson.objectives[1]"",""lesson.objectives[2]"",""activity.encyclopedia.escapements-chronometry.bulova-poising.title"",""activity.encyclopedia.escapements-chronometry.bulova-poising.description""]","[""identical-english-spanish"",""redundant-names"",""overbroad-citation"",""modern-safety-source-required"",""inadequate-visual-support"",""automatic-segmentation-break"",""single-lesson-module""]","needs-safety-review","manual-review","high","75","[{""reason"":""incidencias ponderadas"",""points"":59},{""reason"":""fundamentos mecánicos"",""points"":16}]","Campos localizados en inglés repiten literalmente el español. Los nombres de módulo y lección son redundantes. Una o más fuentes se citan a nivel de capítulo, documento o sin localizador. El procedimiento necesita una fuente moderna de seguridad antes de cualquier uso operativo.","true"
"wplab.horology.watchmaking-encyclopedia","1.1.0","route.encyclopedia.escapements-chronometry","module.encyclopedia.escapements-chronometry.bulova-espiral","lesson.encyclopedia.escapements-chronometry.bulova-espiral","Pasaporte X: plano, centrado, virola y vibrado de espiral","109","11","15","1","transfer / explanation","2-understand-mechanical-systems","","Explicar Pasaporte X: plano, centrado, virola y vibrado de espiral mediante relaciones causales.","specific-observable","mechanism-explanation","psychomotor-skill","source.private.bulova.06","[""source.private.bulova.07"",""source.private.bulova.08"",""source.encyclopedia.original-synthesis""]","[""source.private.bulova.06 [p.129-156; Hairspring truing]"",""source.private.bulova.07 [p.157-168; Hairspring vibration]"",""source.private.bulova.08 [p.169-184; Overcoiling]""]","page-or-figure","[""concept.encyclopedia.escapements-chronometry.bulova-poising.punto-pesado"",""concept.encyclopedia.escapements-chronometry.bulova-poising.cuchillas-de-equilibrado"",""concept.encyclopedia.escapements-chronometry.bulova-poising.correccion-de-masa""]","[]","[]","1/1 declared visuals ready or approved","[""multi-angle physical demonstration and reviewed result""]","K","P","simulation","normal","historical-context","[""lesson.title"",""lesson.purpose"",""lesson.objectives[0]"",""lesson.objectives[1]"",""lesson.objectives[2]"",""activity.encyclopedia.escapements-chronometry.bulova-espiral.title"",""activity.encyclopedia.escapements-chronometry.bulova-espiral.description""]","[""identical-english-spanish"",""redundant-names"",""overbroad-citation"",""modern-safety-source-required"",""template-conditioned-content"",""automatic-segmentation-break"",""single-lesson-module""]","needs-safety-review","manual-review","high","75","[{""reason"":""incidencias ponderadas"",""points"":59},{""reason"":""fundamentos mecánicos"",""points"":16}]","Campos localizados en inglés repiten literalmente el español. Los nombres de módulo y lección son redundantes. Una o más fuentes se citan a nivel de capítulo, documento o sin localizador. El procedimiento necesita una fuente moderna de seguridad antes de cualquier uso operativo.","true"
"wplab.horology.watchmaking-encyclopedia","1.1.0","route.encyclopedia.service-tribology","module.encyclopedia.service-tribology.recepcion-y-linea-base","lesson.encyclopedia.service-tribology.recepcion-y-linea-base","Recepción, historia y línea base","110","12","1","1","conceptual-model / explanation","3-observe-measure-diagnose","historical-case","Explicar Recepción, historia y línea base mediante relaciones causales.","specific-observable","diagnosis-case","psychomotor-skill","source.institutional.awci.standards","[""source.external.watchguy-repair-blog"",""source.external.dean-dk""]","[""source.external.dean-dk"",""source.external.watchguy-repair-blog"",""source.institutional.awci.standards""]","document","[]","[]","[]","0/0 declared visuals ready or approved","[""multi-angle physical demonstration and reviewed result""]","K","P","simulation","normal","unknown","[""lesson.title"",""lesson.purpose"",""lesson.objectives[0]"",""lesson.objectives[1]"",""lesson.objectives[2]"",""activity.encyclopedia.service-tribology.recepcion-y-linea-base.title"",""activity.encyclopedia.service-tribology.recepcion-y-linea-base.description""]","[""identical-english-spanish"",""redundant-names"",""overbroad-citation"",""numeric-data-without-locator"",""inadequate-visual-support"",""automatic-segmentation-break"",""single-lesson-module""]","needs-source-review","split","medium","46","[{""reason"":""incidencias ponderadas"",""points"":46}]","Campos localizados en inglés repiten literalmente el español. Los nombres de módulo y lección son redundantes. Una o más fuentes se citan a nivel de capítulo, documento o sin localizador. Hay datos numéricos o relaciones cuantitativas sin página, figura o tabla aplicable.","true"
